Station Na,Station Id,State Code,State Name,Network Co,Network Na,Elevation,Latitude,Longitude,County Nam,County Cod,Start Date,End Date,Aspect_tif,Slope_tif1,LandCover,LC_Detail
Whiskey Ck,857,CO,COLORADO,SNTL,SNOTEL,10290,37.21423,-105.12262,Las Animas,71,10/1/1979,1/1/2100,185.8447,14.08743,43,Mixed Forest
Whiskey Creek,858,MT,MONTANA,SNTL,SNOTEL,6800,44.61088,-111.14998,Gallatin,31,10/1/1967,1/1/2100,298.34619,1.21761,42,Evergreen Forest
Whiskey Park,859,WY,WYOMING,SNTL,SNOTEL,9020,41.00368,-106.90795,Carbon,7,10/1/1985,1/1/2100,209.93498,14.92978,42,Evergreen Forest
White Elephant,860,ID,IDAHO,SNTL,SNOTEL,7710,44.53267,-111.41085,Fremont,43,10/1/1979,1/1/2100,51.63201,15.4902,42,Evergreen Forest
White Horse Lake,861,AZ,ARIZONA,SNTL,SNOTEL,7203,35.14189,-112.14966,Coconino,5,11/1/1970,1/1/2100,23.93273,5.22372,42,Evergreen Forest
White Mill,862,MT,MONTANA,SNTL,SNOTEL,8700,45.04575,-109.90987,Park,67,10/1/1966,1/1/2100,47.54961,5.59775,42,Evergreen Forest
White Pass E.S.,863,WA,WASHINGTON,SNTL,SNOTEL,4440,46.64142,-121.38153,Yakima,77,10/1/1979,1/1/2100,343.13998,7.44655,42,Evergreen Forest
White River #1,864,UT,UTAH,SNTL,SNOTEL,8641,39.9645,-110.98845,Wasatch,51,10/1/1978,1/1/2100,264.03482,7.03052,21,Developed_Open Space
White River Nv,1213,NV,NEVADA,SNTL,SNOTEL,7367,38.94557,-115.37922,White Pine,33,12/23/2011,1/1/2100,67.14581,3.84423,52,Shrub_Scrub
Widtsoe #3,865,UT,UTAH,SNTL,SNOTEL,9640,37.83633,-111.88163,Garfield,17,10/1/1978,1/1/2100,339.04626,15.77382,42,Evergreen Forest
Wilbur Bench,543,UT,UTAH,SNTL,SNOTEL,9171,39.89166,-110.74604,Duchesne,13,10/1/1978,1/1/2100,19.49545,9.54787,43,Mixed Forest
Wild Basin,1042,CO,COLORADO,SNTL,SNOTEL,9439,40.201,-105.6025,Boulder,13,12/13/2002,1/1/2100,30.48524,19.30856,42,Evergreen Forest
Wildcat,866,AZ,ARIZONA,SNTL,SNOTEL,7868,33.74347,-109.48078,Apache,1,10/1/1983,1/1/2100,99.58277,0.82821,42,Evergreen Forest
Wildhorse Divide,867,ID,IDAHO,SNTL,SNOTEL,6490,42.75743,-112.47783,Bannock,5,10/1/1979,1/1/2100,48.49767,5.88269,42,Evergreen Forest
Willow Creek,868,WY,WYOMING,SNTL,SNOTEL,8080,42.81513,-110.83515,Lincoln,23,10/1/1979,1/1/2100,79.60091,8.87969,42,Evergreen Forest
Willow Creek Pass,869,CO,COLORADO,SNTL,SNOTEL,9523,40.34734,-106.0952,Grand,49,10/1/1978,1/1/2100,275.77219,4.12346,42,Evergreen Forest
Willow Park,870,CO,COLORADO,SNTL,SNOTEL,10732,40.43397,-105.73588,Larimer,69,10/1/1979,1/1/2100,165.28928,7.99793,42,Evergreen Forest
Wilson Creek,871,ID,IDAHO,SNTL,SNOTEL,7120,42.01257,-115.00278,Twin Falls,83,10/1/1989,1/1/2100,150.03506,11.11054,52,Shrub_Scrub
Windy Peak,872,WY,WYOMING,SNTL,SNOTEL,7915,42.27991,-105.57782,Albany,1,10/1/1979,1/1/2100,340.16058,4.26514,42,Evergreen Forest
Wolf Creek,873,OR,OREGON,SNTL,SNOTEL,5630,45.06703,-118.15192,Union,61,10/1/1978,1/1/2100,344.64813,7.4791,42,Evergreen Forest
Wolf Creek Peak,1164,UT,UTAH,SNTL,SNOTEL,9796,40.47733,-111.04469,Wasatch,51,8/26/2020,1/1/2100,342.87695,10.09443,42,Evergreen Forest
Wolf Creek Summit,874,CO,COLORADO,SNTL,SNOTEL,10957,37.47903,-106.80234,Mineral,79,10/1/1985,1/1/2100,322.41904,11.75283,42,Evergreen Forest
Wolverine,875,WY,WYOMING,SNTL,SNOTEL,7650,44.80417,-109.657,Park,29,10/1/1979,1/1/2100,114.70642,11.12946,52,Shrub_Scrub
Wood Creek,876,MT,MONTANA,SNTL,SNOTEL,5960,47.44847,-112.81428,Lewis and Clark,49,10/1/1978,1/1/2100,301.75815,7.21369,42,Evergreen Forest
Workman Creek,877,AZ,ARIZONA,SNTL,SNOTEL,7032,33.81259,-110.91852,Gila,7,12/1/1938,1/1/2100,314.05963,8.23881,52,Shrub_Scrub
Wrigley Creek,1228,UT,UTAH,SNTL,SNOTEL,9327,39.13233,-111.35685,Sanpete,39,10/1/2012,1/1/2100,38.35564,13.96147,43,Mixed Forest
Yankee Reservoir,1197,UT,UTAH,SNTL,SNOTEL,8692,37.74797,-112.77495,Iron,21,10/1/2012,1/1/2100,338.27652,5.55331,71,Grassland_Herbaceous
Younts Peak,878,WY,WYOMING,SNTL,SNOTEL,8350,43.93225,-109.81775,Park,29,10/1/1979,1/1/2100,18.19504,9.34375,42,Evergreen Forest
Zirkel,1033,CO,COLORADO,SNTL,SNOTEL,9338,40.79492,-106.59544,Jackson,57,8/14/2002,1/1/2100,153.94376,6.66925,42,Evergreen Forest
